# Data generated from networks:
# networks/network1.csv: 200
-1.3940,0.4454,-1.2837,0.6217,0.6606,-0.3553,1.0682,0.0832,-1.3884,0.7578,0.4107,-0.3284,-0.2789,0.3423,-1.8677,1.9249,-0.8513,0.5223,0.5442,0.4274
1.9944,-0.1183,-0.2059,1.5371,0.8080,0.0022,-0.0944,-2.0732,1.3049,0.6901,-0.0209,1.1747,-0.9984,0.4973,0.5472,-1.3722,2.6369,-1.4817,-1.5262,1.2173
0.6761,-0.6423,0.6835,-0.0369,-0.2931,-0.0957,0.6489,-0.1965,0.0172,1.4106,1.2350,1.4281,-2.6520,2.1039,-1.5870,-0.1605,1.0758,-0.2781,-2.0654,1.2522
-1.0590,3.7521,0.1315,-2.3048,-0.5467,-1.1027,1.4243,-1.3983,-1.0671,0.0161,-0.6308,-0.7146,1.4100,0.3701,1.4034,-0.4756,1.6844,-1.2366,1.4657,-2.4130
1.1196,-0.1397,0.3009,-0.5902,0.7951,-1.5324,1.7412,1.8040,0.1600,-1.5146,0.9043,0.1445,-1.3148,-0.6246,-0.2117,-1.3909,0.7794,0.8920,-0.4802,-1.2499
-1.2534,0.5585,0.3283,-0.1074,-1.0821,2.0549,0.7480,0.3714,0.4790,-0.9128,-0.5357,0.2678,0.4987,0.0715,0.8239,-0.6632,1.1668,1.3864,0.6487,0.0111
1.7549,-2.4799,-0.4380,1.1755,-0.2635,-0.3476,-1.0219,0.8666,-0.9759,0.2662,0.7395,1.4270,-0.9850,2.0228,-2.1483,0.0435,0.4496,-1.1511,-0.2859,-0.0507
-0.3669,1.0084,-0.8731,0.0388,0.5440,-1.4283,0.6562,0.1974,2.5869,-0.3349,-2.0863,-2.8497,2.5168,-1.6400,0.1031,1.7635,0.1787,0.3380,-1.2283,-1.0804
0.2719,0.2226,0.9627,-0.5625,1.1474,-1.2443,-0.1776,1.5075,3.4814,-0.9202,-4.9869,-5.0542,7.3349,-0.0859,-0.4548,-0.9582,-0.8690,-0.8357,0.3652,0.1598
0.8314,-2.0880,0.5578,-0.2655,-0.6083,2.2905,-2.0351,-0.9608,-0.8422,2.8420,1.5585,0.8760,0.6167,-1.7356,1.6373,0.0688,-2.6910,0.6645,1.3945,-0.6203
0.3600,0.0622,0.8932,0.7527,-1.1895,0.5104,0.3968,0.6263,-0.2125,-0.4271,-2.4109,-1.1774,2.1926,0.2568,-0.0606,0.1834,0.6018,1.4409,-0.5096,0.7226
0.6939,-1.1472,0.3830,-1.7513,0.8530,1.6329,0.9710,0.0310,1.7735,-3.0659,-2.3990,-1.5486,0.4051,-0.9408,-0.5551,0.3992,1.1234,0.3232,0.1966,-1.9303
1.6780,-1.5148,0.1593,-0.4116,0.7920,0.5911,-0.5752,0.6123,-0.9698,-0.8062,-0.6225,-1.2171,0.6215,-0.9278,-0.5658,1.1793,-0.2732,0.9583,-0.5911,0.5022
2.1216,0.6570,-0.0690,-1.1959,-1.0670,1.0486,-0.7794,0.2915,-1.9127,-0.3413,3.4770,0.9437,-2.9601,-0.6583,0.6199,-0.5471,0.0576,1.2728,-1.1872,-0.0851
1.7005,-2.4222,0.8890,1.3104,-1.4066,-0.2872,1.0561,0.4024,1.2696,-1.7208,-1.6291,1.2909,2.3709,1.0219,-1.5240,1.9119,-1.2692,-0.9539,2.5525,-0.9691
2.0585,-0.7412,-0.2266,0.4885,-0.3860,0.8695,0.3958,0.1880,-1.2935,0.7920,0.9638,-0.5641,-0.9305,1.0287,0.6932,0.6053,-1.5377,-1.0988,-0.0339,-0.5024
-1.4779,0.6439,-1.1998,0.9407,-0.7534,0.9428,0.6158,-0.3963,1.4017,0.3800,-0.9465,-1.6760,1.7835,1.3393,-1.0870,0.9990,-0.8282,-0.7482,-1.0047,2.2429
-0.0917,-0.0170,0.1308,0.3864,-1.0046,-0.3296,0.2699,-0.9179,0.8409,0.9573,-0.8150,-0.3233,0.2564,-0.4042,1.6610,-1.5211,2.4641,-2.6101,0.5140,1.0511
-0.2432,-0.0530,0.4370,1.0434,-1.7676,1.3787,-2.2369,-1.1139,0.6239,2.3674,0.0059,-0.3263,1.8303,1.2242,0.3597,-0.3341,-0.3066,-1.3977,0.0892,1.1650
1.0808,-0.6529,-0.1930,-0.6801,-0.0035,-0.3193,0.8676,0.3804,0.8590,-0.2133,-1.6906,-0.9491,1.7255,1.5162,-0.9441,-1.3283,2.0584,-0.8533,0.6171,-0.5707
-1.6952,-0.0028,1.0119,0.6473,0.0458,-0.1518,-1.9499,1.8597,-3.0137,0.6490,3.3931,0.6008,-3.5065,2.6620,-2.0062,0.1754,0.0111,0.5603,-0.1079,-0.7518
-0.9362,1.5088,-0.9861,0.3475,1.6696,0.9165,1.3836,1.3133,1.0460,-0.6724,-3.0298,-0.6269,-0.1215,-1.4550,0.0950,-0.3011,-0.3901,-0.7035,1.5544,-2.1127
1.7888,-1.9332,0.2211,0.6426,-0.1841,-0.2868,-0.5654,1.5275,0.4312,-0.6649,-1.0853,-1.7960,2.7013,-0.4847,-0.5488,1.8704,-1.7952,1.2773,-1.1431,0.9605
-1.1395,1.3550,-1.1054,-1.0661,0.1003,-2.3130,1.0507,0.2243,1.3677,-2.8635,-0.8153,-0.2084,0.7778,0.6638,-1.2917,-2.1857,2.0491,0.8853,-0.7091,-0.1591
0.0236,-0.8250,2.0553,0.7284,0.4687,1.6897,0.4080,-0.1599,-1.9263,0.2160,2.8244,2.2528,-2.4789,0.3471,0.8072,0.7924,0.2341,-2.2876,1.4668,0.5171
-0.7436,-0.2577,-0.5958,1.1631,0.7752,-0.0264,0.0314,-0.8459,1.9155,-1.0411,-2.5649,-3.0015,1.5722,-1.2867,1.5424,-0.0545,0.0178,-0.0408,1.3619,-0.9411
0.2399,0.0175,-1.0807,-2.6387,-0.7178,2.8701,-0.3766,1.0569,2.1321,-2.0577,-3.9996,-1.4744,1.6870,-0.2983,1.5140,-2.6732,0.9269,0.1139,-2.4219,0.9652
